"name","estimate","margin_of_error","order","geoid","st","cnty","Line_Type","Tenure","Housing_Problems","Household_Type","Household_Size"
"Arlington County, Virginia","485.0","314.0","59.0","05000US51013","51","013","D","Renter","N/A","Family, 2 parents","4 or fewer"
"Arlington County, Virginia","20.0","37.0","60.0","05000US51013","51","013","D","Renter","N/A","Family, 2 parents","5 or more"
"Arlington County, Virginia","1175.0","412.0","61.0","05000US51013","51","013","S","Renter","N/A","Non-family","All"
"Arlington County, Virginia","1175.0","412.0","62.0","05000US51013","51","013","D","Renter","N/A","Non-family","4 or fewer"
"Arlington County, Virginia","0.0","161.0","63.0","05000US51013","51","013","D","Renter","N/A","Non-family","5 or more"
"Augusta County, Virginia","27370.0","424.0","1.0","05000US51015","51","015","T","All","All","All","All"
"Augusta County, Virginia","21725.0","665.0","2.0","05000US51015","51","015","S","Owner","All","All","All"
"Augusta County, Virginia","4880.0","673.0","3.0","05000US51015","51","015","S","Owner","Yes","All","All"
"Augusta County, Virginia","770.0","252.0","4.0","05000US51015","51","015","S","Owner","Yes","Family, 1 parent","All"
"Augusta County, Virginia","770.0","252.0","5.0","05000US51015","51","015","D","Owner","Yes","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","0.0","161.0","6.0","05000US51015","51","015","D","Owner","Yes","Family, 1 parent","5 or more"
"Augusta County, Virginia","2505.0","541.0","7.0","05000US51015","51","015","S","Owner","Yes","Family, 2 parents","All"
"Augusta County, Virginia","2015.0","464.0","8.0","05000US51015","51","015","D","Owner","Yes","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","490.0","316.0","9.0","05000US51015","51","015","D","Owner","Yes","Family, 2 parents","5 or more"
"Augusta County, Virginia","1605.0","419.0","10.0","05000US51015","51","015","S","Owner","Yes","Non-family","All"
"Augusta County, Virginia","1605.0","419.0","11.0","05000US51015","51","015","D","Owner","Yes","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","12.0","05000US51015","51","015","D","Owner","Yes","Non-family","5 or more"
"Augusta County, Virginia","16775.0","790.0","13.0","05000US51015","51","015","S","Owner","No","All","All"
"Augusta County, Virginia","1610.0","351.0","14.0","05000US51015","51","015","S","Owner","No","Family, 1 parent","All"
"Augusta County, Virginia","1490.0","334.0","15.0","05000US51015","51","015","D","Owner","No","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","125.0","102.0","16.0","05000US51015","51","015","D","Owner","No","Family, 1 parent","5 or more"
"Augusta County, Virginia","11665.0","714.0","17.0","05000US51015","51","015","S","Owner","No","Family, 2 parents","All"
"Augusta County, Virginia","10935.0","691.0","18.0","05000US51015","51","015","D","Owner","No","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","735.0","237.0","19.0","05000US51015","51","015","D","Owner","No","Family, 2 parents","5 or more"
"Augusta County, Virginia","3500.0","706.0","20.0","05000US51015","51","015","S","Owner","No","Non-family","All"
"Augusta County, Virginia","3500.0","706.0","21.0","05000US51015","51","015","D","Owner","No","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","22.0","05000US51015","51","015","D","Owner","No","Non-family","5 or more"
"Augusta County, Virginia","70.0","69.0","23.0","05000US51015","51","015","S","Owner","N/A","All","All"
"Augusta County, Virginia","35.0","42.0","24.0","05000US51015","51","015","S","Owner","N/A","Family, 1 parent","All"
"Augusta County, Virginia","35.0","42.0","25.0","05000US51015","51","015","D","Owner","N/A","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","0.0","161.0","26.0","05000US51015","51","015","D","Owner","N/A","Family, 1 parent","5 or more"
"Augusta County, Virginia","0.0","161.0","27.0","05000US51015","51","015","S","Owner","N/A","Family, 2 parents","All"
"Augusta County, Virginia","0.0","161.0","28.0","05000US51015","51","015","D","Owner","N/A","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","0.0","161.0","29.0","05000US51015","51","015","D","Owner","N/A","Family, 2 parents","5 or more"
"Augusta County, Virginia","40.0","49.0","30.0","05000US51015","51","015","S","Owner","N/A","Non-family","All"
"Augusta County, Virginia","40.0","49.0","31.0","05000US51015","51","015","D","Owner","N/A","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","32.0","05000US51015","51","015","D","Owner","N/A","Non-family","5 or more"
"Augusta County, Virginia","5640.0","669.0","33.0","05000US51015","51","015","S","Renter","All","All","All"
"Augusta County, Virginia","1965.0","538.0","34.0","05000US51015","51","015","S","Renter","Yes","All","All"
"Augusta County, Virginia","1045.0","452.0","35.0","05000US51015","51","015","S","Renter","Yes","Family, 1 parent","All"
"Augusta County, Virginia","1045.0","452.0","36.0","05000US51015","51","015","D","Renter","Yes","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","0.0","161.0","37.0","05000US51015","51","015","D","Renter","Yes","Family, 1 parent","5 or more"
"Augusta County, Virginia","505.0","236.0","38.0","05000US51015","51","015","S","Renter","Yes","Family, 2 parents","All"
"Augusta County, Virginia","395.0","214.0","39.0","05000US51015","51","015","D","Renter","Yes","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","110.0","100.0","40.0","05000US51015","51","015","D","Renter","Yes","Family, 2 parents","5 or more"
"Augusta County, Virginia","415.0","203.0","41.0","05000US51015","51","015","S","Renter","Yes","Non-family","All"
"Augusta County, Virginia","415.0","203.0","42.0","05000US51015","51","015","D","Renter","Yes","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","43.0","05000US51015","51","015","D","Renter","Yes","Non-family","5 or more"
"Augusta County, Virginia","2960.0","574.0","44.0","05000US51015","51","015","S","Renter","No","All","All"
"Augusta County, Virginia","475.0","226.0","45.0","05000US51015","51","015","S","Renter","No","Family, 1 parent","All"
"Augusta County, Virginia","475.0","226.0","46.0","05000US51015","51","015","D","Renter","No","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","0.0","161.0","47.0","05000US51015","51","015","D","Renter","No","Family, 1 parent","5 or more"
"Augusta County, Virginia","1215.0","379.0","48.0","05000US51015","51","015","S","Renter","No","Family, 2 parents","All"
"Augusta County, Virginia","970.0","332.0","49.0","05000US51015","51","015","D","Renter","No","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","245.0","158.0","50.0","05000US51015","51","015","D","Renter","No","Family, 2 parents","5 or more"
"Augusta County, Virginia","1265.0","418.0","51.0","05000US51015","51","015","S","Renter","No","Non-family","All"
"Augusta County, Virginia","1265.0","418.0","52.0","05000US51015","51","015","D","Renter","No","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","53.0","05000US51015","51","015","D","Renter","No","Non-family","5 or more"
"Augusta County, Virginia","720.0","273.0","54.0","05000US51015","51","015","S","Renter","N/A","All","All"
"Augusta County, Virginia","45.0","53.0","55.0","05000US51015","51","015","S","Renter","N/A","Family, 1 parent","All"
"Augusta County, Virginia","45.0","53.0","56.0","05000US51015","51","015","D","Renter","N/A","Family, 1 parent","4 or fewer"
"Augusta County, Virginia","0.0","161.0","57.0","05000US51015","51","015","D","Renter","N/A","Family, 1 parent","5 or more"
"Augusta County, Virginia","360.0","209.0","58.0","05000US51015","51","015","S","Renter","N/A","Family, 2 parents","All"
"Augusta County, Virginia","300.0","202.0","59.0","05000US51015","51","015","D","Renter","N/A","Family, 2 parents","4 or fewer"
"Augusta County, Virginia","65.0","78.0","60.0","05000US51015","51","015","D","Renter","N/A","Family, 2 parents","5 or more"
"Augusta County, Virginia","315.0","195.0","61.0","05000US51015","51","015","S","Renter","N/A","Non-family","All"
"Augusta County, Virginia","315.0","195.0","62.0","05000US51015","51","015","D","Renter","N/A","Non-family","4 or fewer"
"Augusta County, Virginia","0.0","161.0","63.0","05000US51015","51","015","D","Renter","N/A","Non-family","5 or more"
"Bedford County, Virginia","27000.0","600.0","1.0","05000US51019","51","019","T","All","All","All","All"
"Bedford County, Virginia","22205.0","718.0","2.0","05000US51019","51","019","S","Owner","All","All","All"
"Bedford County, Virginia","4105.0","592.0","3.0","05000US51019","51","019","S","Owner","Yes","All","All"
"Bedford County, Virginia","660.0","204.0","4.0","05000US51019","51","019","S","Owner","Yes","Family, 1 parent","All"
"Bedford County, Virginia","570.0","189.0","5.0","05000US51019","51","019","D","Owner","Yes","Family, 1 parent","4 or fewer"
"Bedford County, Virginia","90.0","112.0","6.0","05000US51019","51","019","D","Owner","Yes","Family, 1 parent","5 or more"
"Bedford County, Virginia","2050.0","363.0","7.0","05000US51019","51","019","S","Owner","Yes","Family, 2 parents","All"
"Bedford County, Virginia","1810.0","356.0","8.0","05000US51019","51","019","D","Owner","Yes","Family, 2 parents","4 or fewer"
"Bedford County, Virginia","235.0","163.0","9.0","05000US51019","51","019","D","Owner","Yes","Family, 2 parents","5 or more"
"Bedford County, Virginia","1395.0","416.0","10.0","05000US51019","51","019","S","Owner","Yes","Non-family","All"
"Bedford County, Virginia","1395.0","416.0","11.0","05000US51019","51","019","D","Owner","Yes","Non-family","4 or fewer"
"Bedford County, Virginia","0.0","161.0","12.0","05000US51019","51","019","D","Owner","Yes","Non-family","5 or more"
"Bedford County, Virginia","17985.0","726.0","13.0","05000US51019","51","019","S","Owner","No","All","All"
"Bedford County, Virginia","1120.0","273.0","14.0","05000US51019","51","019","S","Owner","No","Family, 1 parent","All"
"Bedford County, Virginia","1010.0","260.0","15.0","05000US51019","51","019","D","Owner","No","Family, 1 parent","4 or fewer"
"Bedford County, Virginia","110.0","102.0","16.0","05000US51019","51","019","D","Owner","No","Family, 1 parent","5 or more"
"Bedford County, Virginia","13310.0","651.0","17.0","05000US51019","51","019","S","Owner","No","Family, 2 parents","All"
"Bedford County, Virginia","11925.0","671.0","18.0","05000US51019","51","019","D","Owner","No","Family, 2 parents","4 or fewer"
"Bedford County, Virginia","1390.0","330.0","19.0","05000US51019","51","019","D","Owner","No","Family, 2 parents","5 or more"
"Bedford County, Virginia","3555.0","505.0","20.0","05000US51019","51","019","S","Owner","No","Non-family","All"
"Bedford County, Virginia","3540.0","505.0","21.0","05000US51019","51","019","D","Owner","No","Non-family","4 or fewer"
"Bedford County, Virginia","20.0","33.0","22.0","05000US51019","51","019","D","Owner","No","Non-family","5 or more"
"Bedford County, Virginia","115.0","97.0","23.0","05000US51019","51","019","S","Owner","N/A","All","All"
"Bedford County, Virginia","0.0","161.0","24.0","05000US51019","51","019","S","Owner","N/A","Family, 1 parent","All"
"Bedford County, Virginia","0.0","161.0","25.0","05000US51019","51","019","D","Owner","N/A","Family, 1 parent","4 or fewer"
"Bedford County, Virginia","0.0","161.0","26.0","05000US51019","51","019","D","Owner","N/A","Family, 1 parent","5 or more"
"Bedford County, Virginia","45.0","54.0","27.0","05000US51019","51","019","S","Owner","N/A","Family, 2 parents","All"
"Bedford County, Virginia","45.0","54.0","28.0","05000US51019","51","019","D","Owner","N/A","Family, 2 parents","4 or fewer"
"Bedford County, Virginia","0.0","161.0","29.0","05000US51019","51","019","D","Owner","N/A","Family, 2 parents","5 or more"
"Bedford County, Virginia","70.0","85.0","30.0","05000US51019","51","019","S","Owner","N/A","Non-family","All"
"Bedford County, Virginia","70.0","85.0","31.0","05000US51019","51","019","D","Owner","N/A","Non-family","4 or fewer"
"Bedford County, Virginia","0.0","161.0","32.0","05000US51019","51","019","D","Owner","N/A","Non-family","5 or more"
"Bedford County, Virginia","4800.0","671.0","33.0","05000US51019","51","019","S","Renter","All","All","All"
"Bedford County, Virginia","1370.0","342.0","34.0","05000US51019","51","019","S","Renter","Yes","All","All"
"Bedford County, Virginia","295.0","130.0","35.0","05000US51019","51","019","S","Renter","Yes","Family, 1 parent","All"
"Bedford County, Virginia","275.0","125.0","36.0","05000US51019","51","019","D","Renter","Yes","Family, 1 parent","4 or fewer"
"Bedford County, Virginia","20.0","36.0","37.0","05000US51019","51","019","D","Renter","Yes","Family, 1 parent","5 or more"
"Bedford County, Virginia","370.0","165.0","38.0","05000US51019","51","019","S","Renter","Yes","Family, 2 parents","All"
"Bedford County, Virginia","310.0","159.0","39.0","05000US51019","51","019","D","Renter","Yes","Family, 2 parents","4 or fewer"
"Bedford County, Virginia","60.0","66.0","40.0","05000US51019","51","019","D","Renter","Yes","Family, 2 parents","5 or more"
"Bedford County, Virginia","710.0","266.0","41.0","05000US51019","51","019","S","Renter","Yes","Non-family","All"
"Bedford County, Virginia","710.0","266.0","42.0","05000US51019","51","019","D","Renter","Yes","Non-family","4 or fewer"
"Bedford County, Virginia","0.0","161.0","43.0","05000US51019","51","019","D","Renter","Yes","Non-family","5 or more"
"Bedford County, Virginia","2660.0","536.0","44.0","05000US51019","51","019","S","Renter","No","All","All"
"Bedford County, Virginia","505.0","210.0","45.0","05000US51019","51","019","S","Renter","No","Family, 1 parent","All"
"Bedford County, Virginia","505.0","210.0","46.0","05000US51019","51","019","D","Renter","No","Family, 1 parent","4 or fewer"
"Bedford County, Virginia","0.0","161.0","47.0","05000US51019","51","019","D","Renter","No","Family, 1 parent","5 or more"
"Bedford County, Virginia","680.0","269.0","48.0","05000US51019","51","019","S","Renter","No","Family, 2 parents","All"
"Bedford County, Virginia","540.0","240.0","49.0","05000US51019","51","019","D","Renter","No","Family, 2 parents","4 or fewer"
"Bedford County, Virginia","140.0","141.0","50.0","05000US51019","51","019","D","Renter","No","Family, 2 parents","5 or more"
"Bedford County, Virginia","1475.0","452.0","51.0","05000US51019","51","019","S","Renter","No","Non-family","All"
"Bedford County, Virginia","1475.0","452.0","52.0","05000US51019","51","019","D","Renter","No","Non-family","4 or fewer"
"Bedford County, Virginia","0.0","161.0","53.0","05000US51019","51","019","D","Renter","No","Non-family","5 or more"
"Bedford County, Virginia","765.0","256.0","54.0","05000US51019","51","019","S","Renter","N/A","All","All"
"Bedford County, Virginia","80.0","80.0","55.0","05000US51019","51","019","S","Renter","N/A","Family, 1 parent","All"
"Bedford County, Virginia","80.0","80.0","56.0","05000US51019","51","019","D","Renter","N/A","Family, 1 parent","4 or fewer"
